Month,Percentage,City,State,Percentage of Total Beds Needed,Percentage of Total ICU Beds Needed
6,0.6,Albuquerque,NM,3.86,6.41
6,0.6,Alexandria,LA,2.02,9.3
6,0.6,Allentown,PA,2.48,5.27
6,0.6,Altoona,PA,3.6,7.23
6,0.6,Amarillo,TX,2.23,3.05
6,0.6,Anchorage,AK,2.83,7.16
6,0.6,Ann Arbor,MI,3.08,4.9
6,0.6,Appleton,WI,4.76,6.42
6,0.6,Arlington,VA,4.99,7.21
6,0.6,Asheville,NC,3.09,4.58
6,0.6,Atlanta,GA,3.23,5.37
6,0.6,Augusta,GA,2.05,2.78
6,0.6,Aurora,IL,3.79,7.56
6,0.6,Austin,TX,4.46,6.55
6,0.6,Bakersfield,CA,2.84,7.57
6,0.6,Baltimore,MD,2.42,4.26
6,0.6,Bangor,ME,2.48,6.01
6,0.6,Baton Rouge,LA,2.13,5.25
6,0.6,Beaumont,TX,3.28,5.63
6,0.6,Bend,OR,3.91,9.47
6,0.6,Billings,MT,1.64,5.84
6,0.6,Binghamton,NY,2.42,9.89
6,0.6,Birmingham,AL,2.04,3.25
6,0.6,Bismarck,ND,1.58,4.18
6,0.6,Bloomington,IL,3.35,7.97
6,0.6,Blue Island,IL,2.73,3.94
6,0.6,Boise,ID,3.29,6.75
6,0.6,Boston,MA,3.28,6.24
6,0.6,Boulder,CO,3.43,5.13
6,0.6,Bradenton,FL,2.85,5.13
6,0.6,Bridgeport,CT,3.31,7.3
6,0.6,Bronx,NY,2.24,6.7
6,0.6,Bryan,TX,3.24,6.11
6,0.6,Buffalo,NY,1.95,6.19
6,0.6,Burlington,VT,2.51,8.06
6,0.6,Camden,NJ,2.86,5.81
6,0.6,Canton,OH,2.91,4.41
6,0.6,Cape Girardeau,MO,2,4.69
6,0.6,Casper,WY,2.03,8.69
6,0.6,Cedar Rapids,IA,2.46,9.68
6,0.6,Charleston,SC,2.55,5.09
6,0.6,Charleston,WV,2.11,4.3
6,0.6,Charlotte,NC,3.43,4.62
6,0.6,Charlottesville,VA,3.03,5.63
6,0.6,Chattanooga,TN,2.48,4.2
6,0.6,Chicago,IL,2.15,3.84
6,0.6,Chico,CA,3.78,8.71
6,0.6,Cincinnati,OH,2.83,4.08
6,0.6,Clearwater,FL,2.42,5.41
6,0.6,Cleveland,OH,1.87,3.34
6,0.6,Colorado Springs,CO,4.3,7.98
6,0.6,Columbia,MO,2.49,5.1
6,0.6,Columbia,SC,2.69,4.4
6,0.6,Columbus,GA,2.1,6.57
6,0.6,Columbus,OH,3.1,6.29
6,0.6,Contra Costa County,CA,4.07,7.42
6,0.6,Corpus Christi,TX,3.22,4.7
6,0.6,Covington,KY,3.26,6.18
6,0.6,Dallas,TX,3.02,5.19
6,0.6,Danville,PA,2.43,5.12
6,0.6,Davenport,IA,1.99,5.06
6,0.6,Dayton,OH,3.36,5.14
6,0.6,Dearborn,MI,2.22,3.66
6,0.6,Denver,CO,3.49,4.89
6,0.6,Des Moines,IA,2.63,9.02
6,0.6,Detroit,MI,2.66,4.63
6,0.6,Dothan,AL,1.84,4.97
6,0.6,Dubuque,IA,2.05,12.94
6,0.6,Duluth,MN,1.76,2.35
6,0.6,Durham,NC,2.04,2.52
6,0.6,East Long Island,NY,3.22,7.39
6,0.6,El Paso,TX,3.32,5.39
6,0.6,Elgin,IL,4.05,7.49
6,0.6,Elmira,NY,2.08,5.04
6,0.6,Elyria,OH,3.73,5.86
6,0.6,Erie,PA,2.5,5.68
6,0.6,Eugene,OR,4.24,8.16
6,0.6,Evanston,IL,2.97,3.98
6,0.6,Evansville,IN,2.07,2.96
6,0.6,Everett,WA,4.75,11.71
6,0.6,Fargo/Moorhead MN,ND,1.94,4.37
6,0.6,Flint,MI,2.6,4.83
6,0.6,Florence,SC,1.94,2.36
6,0.6,Fort Collins,CO,3.36,16.16
6,0.6,Fort Lauderdale,FL,2.81,5.04
6,0.6,Fort Myers,FL,3.09,8.33
6,0.6,Fort Smith,AR,2.56,5.98
6,0.6,Fort Wayne,IN,2.23,3.14
6,0.6,Fort Worth,TX,3.44,6.09
6,0.6,Fresno,CA,3.89,7.76
6,0.6,Gainesville,FL,2.12,2.79
6,0.6,Gary,IN,2.29,3.98
6,0.6,Grand Forks,ND,1.14,7.55
6,0.6,Grand Junction,CO,3.27,6.59
6,0.6,Grand Rapids,MI,3.18,7.03
6,0.6,Great Falls,MT,1.04,4.24
6,0.6,Greeley,CO,3.09,6.65
6,0.6,Green Bay,WI,3.43,6.62
6,0.6,Greensboro,NC,3.45,6.76
6,0.6,Greenville,NC,2.87,3.62
6,0.6,Greenville,SC,2.81,4.79
6,0.6,Gulfport,MS,2.17,3.53
6,0.6,Hackensack,NJ,2.29,10.72
6,0.6,Harlingen,TX,3.03,6.18
6,0.6,Harrisburg,PA,2.87,7.22
6,0.6,Hartford,CT,3.51,6.72
6,0.6,Hattiesburg,MS,1.29,5.06
6,0.6,Hickory,NC,3.21,6.63
6,0.6,Hinsdale,IL,3.06,3.95
6,0.6,Honolulu,HI,3.57,9.31
6,0.6,Houma,LA,2.42,5.63
6,0.6,Houston,TX,3.06,5.03
6,0.6,Hudson,FL,2.61,4.44
6,0.6,Huntington,WV,1.5,3.17
6,0.6,Huntsville,AL,2.34,3.68
6,0.6,Idaho Falls,ID,2.84,6.75
6,0.6,Indianapolis,IN,2.51,3.69
6,0.6,Iowa City,IA,1.64,3.39
6,0.6,Jackson,MS,1.49,3.5
6,0.6,Jackson,TN,2.04,4.13
6,0.6,Jacksonville,FL,2.25,3.88
6,0.6,Johnson City,TN,2.08,4.61
6,0.6,Johnstown,PA,1.98,7.45
6,0.6,Joliet,IL,3.1,6.11
6,0.6,Jonesboro,AR,1.6,4.45
6,0.6,Joplin,MO,2.29,4.23
6,0.6,Kalamazoo,MI,2.98,6.77
6,0.6,Kansas City,MO,2.41,4.37
6,0.6,Kettering,OH,3.05,4.46
6,0.6,Kingsport,TN,2.16,3.85
6,0.6,Knoxville,TN,2.94,6.87
6,0.6,La Crosse,WI,3.62,6.58
6,0.6,Lafayette,IN,3.58,10.18
6,0.6,Lafayette,LA,2.31,4.49
6,0.6,Lake Charles,LA,2.1,4.6
6,0.6,Lakeland,FL,2.57,5.73
6,0.6,Lancaster,PA,4.11,9.87
6,0.6,Lansing,MI,3.23,4.15
6,0.6,Las Vegas,NV,3.4,4
6,0.6,Lawton,OK,1.73,3.58
6,0.6,Lebanon,NH,2.91,5.74
6,0.6,Lexington,KY,1.97,3.7
6,0.6,Lincoln,NE,1.88,7.17
6,0.6,Little Rock,AR,2.1,4.27
6,0.6,Longview,TX,6.04,6.51
6,0.6,Los Angeles,CA,3.32,5.66
6,0.6,Louisville,KY,2.78,4.92
6,0.6,Lubbock,TX,2.49,3.2
6,0.6,Lynchburg,VA,1.57,7.35
6,0.6,Macon,GA,2.07,4.26
6,0.6,Madison,WI,3.02,5.92
6,0.6,Manchester,NH,3.73,9.42
6,0.6,Manhattan,NY,2.32,5.14
6,0.6,Marquette,MI,2.26,6.4
6,0.6,Marshfield,WI,3.56,8.16
6,0.6,Mason City,IA,1.84,10.72
6,0.6,McAllen,TX,2.05,2.39
6,0.6,Medford,OR,3.55,9.44
6,0.6,Melrose Park,IL,2.94,5.46
6,0.6,Memphis,TN,2.24,4.45
6,0.6,Meridian,MS,1.12,4.77
6,0.6,Mesa,AZ,4.51,6.96
6,0.6,Metairie,LA,3.59,6.01
6,0.6,Miami,FL,2.5,5
6,0.6,Milwaukee,WI,3.28,4.51
6,0.6,Minneapolis,MN,3.07,7.48
6,0.6,Minot,ND,1.01,10.37
6,0.6,Missoula,MT,2.67,7.46
6,0.6,Mobile,AL,2.64,4.19
6,0.6,Modesto,CA,3.81,10.16
6,0.6,Monroe,LA,1.61,3.63
6,0.6,Montgomery,AL,2.45,4.92
6,0.6,Morgantown,WV,1.78,3.87
6,0.6,Morristown,NJ,3.57,9.75
6,0.6,Muncie,IN,2.88,6.56
6,0.6,Munster,IN,1.33,4.08
6,0.6,Muskegon,MI,3.52,6.75
6,0.6,Napa,CA,4.09,5.89
6,0.6,Nashville,TN,2.42,3.61
6,0.6,Neenah,WI,3.6,7.59
6,0.6,New Brunswick,NJ,3.22,7.03
6,0.6,New Haven,CT,3.49,7.48
6,0.6,New Orleans,LA,1.83,3.09
6,0.6,Newark,NJ,2.79,5.31
6,0.6,Newport News,VA,4.13,5.57
6,0.6,Norfolk,VA,3.32,6.49
6,0.6,Ocala,FL,4.57,6.56
6,0.6,Odessa,TX,2.29,4.83
6,0.6,Ogden,UT,3.87,5.53
6,0.6,Oklahoma City,OK,2.24,4.57
6,0.6,Olympia,WA,4.84,7.02
6,0.6,Omaha,NE,2.1,4.04
6,0.6,Orange County,CA,3.78,6.77
6,0.6,Orlando,FL,2.65,4.52
6,0.6,Ormond Beach,FL,3.43,4.34
6,0.6,Owensboro,KY,2.43,5.75
6,0.6,Oxford,MS,1.16,7.17
6,0.6,Paducah,KY,1.66,4.67
6,0.6,Palm Springs/Rancho Mira,CA,2.76,8.87
6,0.6,Paterson,NJ,2.23,6.63
6,0.6,Pensacola,FL,2.67,5.02
6,0.6,Peoria,IL,2.3,5.57
6,0.6,Petoskey,MI,2.58,4.03
6,0.6,Philadelphia,PA,2.59,4.73
6,0.6,Phoenix,AZ,3.3,5.17
6,0.6,Pittsburgh,PA,2.43,4.02
6,0.6,Pontiac,MI,3.44,7.07
6,0.6,Portland,ME,2.93,7.73
6,0.6,Portland,OR,3.93,5.97
6,0.6,Providence,RI,3.66,6.05
6,0.6,Provo,UT,3.74,5.95
6,0.6,Pueblo,CO,1.91,9.25
6,0.6,Raleigh,NC,3.86,7.74
6,0.6,Rapid City,SD,1.66,6.91
6,0.6,Reading,PA,2.96,8.63
6,0.6,Redding,CA,2.98,4.72
6,0.6,Reno,NV,2.7,2.72
6,0.6,Richmond,VA,2.62,5.4
6,0.6,Ridgewood,NJ,3.47,7.31
6,0.6,Roanoke,VA,2.2,3.88
6,0.6,Rochester,MN,1.48,2.47
6,0.6,Rochester,NY,2.31,6.5
6,0.6,Rockford,IL,3.52,5.08
6,0.6,Rome,GA,2.54,5.45
6,0.6,Royal Oak,MI,1.68,3.13
6,0.6,Sacramento,CA,3.95,6.05
6,0.6,Saginaw,MI,1.75,4.48
6,0.6,Salem,OR,4.38,7.19
6,0.6,Salinas,CA,3.38,7.59
6,0.6,Salisbury,MD,5.36,12.15
6,0.6,Salt Lake City,UT,3.19,5.12
6,0.6,San Angelo,TX,1.81,6.54
6,0.6,San Antonio,TX,2.9,5.15
6,0.6,San Bernardino,CA,3.46,6
6,0.6,San Diego,CA,4,6.53
6,0.6,San Francisco,CA,2.8,5.16
6,0.6,San Jose,CA,4.7,7.41
6,0.6,San Luis Obispo,CA,4.62,7.28
6,0.6,San Mateo County,CA,3.57,6.03
6,0.6,Santa Barbara,CA,3.48,7.82
6,0.6,Santa Cruz,CA,5.28,18.32
6,0.6,Santa Rosa,CA,2.67,7.97
6,0.6,Sarasota,FL,2.63,5.18
6,0.6,Savannah,GA,2.86,7.77
6,0.6,Sayre,PA,2.21,4.65
6,0.6,Scranton,PA,2.77,7.4
6,0.6,Seattle,WA,4.26,6.54
6,0.6,Shreveport,LA,1.8,3.41
6,0.6,Sioux City,IA,1.81,6.07
6,0.6,Sioux Falls,SD,1.25,10.73
6,0.6,Slidell,LA,2.35,2.01
6,0.6,South Bend,IN,3.54,6.58
6,0.6,Spartanburg,SC,3.13,4.41
6,0.6,Spokane,WA,2.78,6.2
6,0.6,Springdale,AR,3.17,5.72
6,0.6,Springfield,IL,2.23,5.56
6,0.6,Springfield,MA,3.17,5.58
6,0.6,Springfield,MO,2.82,5.73
6,0.6,St. Cloud,MN,1.88,8.07
6,0.6,St. Joseph,MI,2.38,10.3
6,0.6,St. Louis,MO,2.19,4.08
6,0.6,St. Paul,MN,4.41,8.22
6,0.6,St. Petersburg,FL,2.14,4.86
6,0.6,Stockton,CA,4.17,6.7
6,0.6,Sun City,AZ,2.61,4.47
6,0.6,Syracuse,NY,2.27,6.18
6,0.6,Tacoma,WA,3.82,5.71
6,0.6,Takoma Park,MD,5.48,9.08
6,0.6,Tallahassee,FL,2.47,6.11
6,0.6,Tampa,FL,2.43,4.05
6,0.6,Temple,TX,3.39,4.32
6,0.6,Terre Haute,IN,2.51,3.97
6,0.6,Texarkana,AR,2.55,4.06
6,0.6,Toledo,OH,2.4,3.05
6,0.6,Topeka,KS,2.26,5.65
6,0.6,Traverse City,MI,2.17,14.15
6,0.6,Tucson,AZ,3.09,5.44
6,0.6,Tulsa,OK,2.14,3.97
6,0.6,Tupelo,MS,1.58,5.35
6,0.6,Tuscaloosa,AL,1.67,2.65
6,0.6,Tyler,TX,2.76,3.62
6,0.6,Urbana,IL,2.88,6.54
6,0.6,Ventura,CA,5.12,7.31
6,0.6,Victoria,TX,1.69,4.61
6,0.6,Waco,TX,3.08,8
6,0.6,Washington,DC,3.56,6.37
6,0.6,Waterloo,IA,2.12,8.56
6,0.6,Wausau,WI,3.18,3.93
6,0.6,White Plains,NY,2.52,6.65
6,0.6,Wichita Falls,TX,2.51,11.71
6,0.6,Wichita,KS,1.74,3.92
6,0.6,Wilkes-Barre,PA,2.59,3.64
6,0.6,Wilmington,DE,2.87,4.8
6,0.6,Wilmington,NC,3.26,8.01
6,0.6,Winchester,VA,2.8,7.62
6,0.6,Winston-Salem,NC,2.64,3.32
6,0.6,Worcester,MA,3.56,6.88
6,0.6,Yakima,WA,4.97,6.78
6,0.6,York,PA,3.33,7.96
6,0.6,Youngstown,OH,2.72,5.93
12,0.2,Akron,OH,0.56,0.89
12,0.2,Alameda County,CA,0.67,1.3
12,0.2,Albany,GA,0.31,0.78
12,0.2,Albany,NY,0.43,1.06
12,0.2,Albuquerque,NM,0.64,1.07
12,0.2,Alexandria,LA,0.34,1.56
12,0.2,Allentown,PA,0.41,0.88
12,0.2,Altoona,PA,0.6,1.2
12,0.2,Amarillo,TX,0.37,0.51
12,0.2,Anchorage,AK,0.47,1.19
12,0.2,Ann Arbor,MI,0.51,0.82
12,0.2,Appleton,WI,0.79,1.07
12,0.2,Arlington,VA,0.83,1.2
12,0.2,Asheville,NC,0.51,0.76
12,0.2,Atlanta,GA,0.54,0.89
12,0.2,Augusta,GA,0.34,0.46
12,0.2,Aurora,IL,0.63,1.25
12,0.2,Austin,TX,0.74,1.09
12,0.2,Bakersfield,CA,0.47,1.26
12,0.2,Baltimore,MD,0.4,0.71
12,0.2,Bangor,ME,0.41,1
12,0.2,Baton Rouge,LA,0.35,0.88
12,0.2,Beaumont,TX,0.55,0.94
12,0.2,Bend,OR,0.65,1.58
12,0.2,Billings,MT,0.27,0.97
12,0.2,Binghamton,NY,0.4,1.65
12,0.2,Birmingham,AL,0.34,0.54
12,0.2,Bismarck,ND,0.26,0.7
12,0.2,Bloomington,IL,0.56,1.31
12,0.2,Blue Island,IL,0.46,0.66
12,0.2,Boise,ID,0.55,1.12
12,0.2,Boston,MA,0.55,1.04
12,0.2,Boulder,CO,0.57,0.86
12,0.2,Bradenton,FL,0.47,0.86
12,0.2,Bridgeport,CT,0.55,1.21
12,0.2,Bronx,NY,0.37,1.12
12,0.2,Bryan,TX,0.54,1.02
12,0.2,Buffalo,NY,0.32,1.03
12,0.2,Burlington,VT,0.42,1.34
12,0.2,Camden,NJ,0.48,0.97
12,0.2,Canton,OH,0.49,0.74
12,0.2,Cape Girardeau,MO,0.33,0.78
12,0.2,Casper,WY,0.34,1.44
12,0.2,Cedar Rapids,IA,0.41,1.61
12,0.2,Charleston,SC,0.43,0.85
12,0.2,Charleston,WV,0.35,0.71
12,0.2,Charlotte,NC,0.57,0.77
12,0.2,Charlottesville,VA,0.5,0.94
12,0.2,Chattanooga,TN,0.41,0.7
12,0.2,Chicago,IL,0.36,0.64
12,0.2,Chico,CA,0.63,1.45
12,0.2,Cincinnati,OH,0.47,0.68
12,0.2,Clearwater,FL,0.4,0.9
12,0.2,Cleveland,OH,0.31,0.56
12,0.2,Colorado Springs,CO,0.72,1.33
12,0.2,Columbia,MO,0.41,0.85
12,0.2,Columbia,SC,0.45,0.73
12,0.2,Columbus,GA,0.35,1.09
12,0.2,Columbus,OH,0.52,1.05
12,0.2,Contra Costa County,CA,0.68,1.24
12,0.2,Corpus Christi,TX,0.54,0.78
12,0.2,Covington,KY,0.54,1.03
12,0.2,Dallas,TX,0.5,0.87
12,0.2,Danville,PA,0.4,0.85
12,0.2,Davenport,IA,0.33,0.84
12,0.2,Dayton,OH,0.56,0.86
12,0.2,Dearborn,MI,0.37,0.61
12,0.2,Denver,CO,0.58,0.81
12,0.2,Des Moines,IA,0.44,1.5
12,0.2,Detroit,MI,0.44,0.77
12,0.2,Dothan,AL,0.31,0.83
12,0.2,Dubuque,IA,0.34,2.17
12,0.2,Duluth,MN,0.29,0.39
12,0.2,Durham,NC,0.34,0.42
12,0.2,East Long Island,NY,0.54,1.23
12,0.2,El Paso,TX,0.55,0.9
12,0.2,Elgin,IL,0.68,1.25
12,0.2,Elmira,NY,0.35,0.84
12,0.2,Elyria,OH,0.62,0.97
12,0.2,Erie,PA,0.42,0.95
12,0.2,Eugene,OR,0.71,1.36
12,0.2,Evanston,IL,0.49,0.66
12,0.2,Evansville,IN,0.34,0.49
12,0.2,Everett,WA,0.79,1.95
12,0.2,Fargo/Moorhead MN,ND,0.32,0.73
12,0.2,Flint,MI,0.43,0.81
12,0.2,Florence,SC,0.32,0.39
12,0.2,Fort Collins,CO,0.56,2.71
12,0.2,Fort Lauderdale,FL,0.47,0.84
12,0.2,Fort Myers,FL,0.51,1.39
12,0.2,Fort Smith,AR,0.43,1
12,0.2,Fort Wayne,IN,0.37,0.52
12,0.2,Fort Worth,TX,0.57,1.01
12,0.2,Fresno,CA,0.65,1.29
12,0.2,Gainesville,FL,0.35,0.47
12,0.2,Gary,IN,0.38,0.66
12,0.2,Grand Forks,ND,0.19,1.26
12,0.2,Grand Junction,CO,0.54,1.09
12,0.2,Grand Rapids,MI,0.53,1.17
12,0.2,Great Falls,MT,0.17,0.7
12,0.2,Greeley,CO,0.52,1.11
12,0.2,Green Bay,WI,0.57,1.1
12,0.2,Greensboro,NC,0.58,1.13
12,0.2,Greenville,NC,0.48,0.6
12,0.2,Greenville,SC,0.47,0.8
12,0.2,Gulfport,MS,0.36,0.59
12,0.2,Hackensack,NJ,0.38,1.79
12,0.2,Harlingen,TX,0.5,1.03
12,0.2,Harrisburg,PA,0.48,1.2
12,0.2,Hartford,CT,0.59,1.12
12,0.2,Hattiesburg,MS,0.22,0.85
12,0.2,Hickory,NC,0.54,1.11
12,0.2,Hinsdale,IL,0.51,0.66
12,0.2,Honolulu,HI,0.6,1.55
12,0.2,Houma,LA,0.4,0.94
12,0.2,Houston,TX,0.51,0.84
12,0.2,Hudson,FL,0.43,0.74
12,0.2,Huntington,WV,0.25,0.53
12,0.2,Huntsville,AL,0.39,0.61
12,0.2,Idaho Falls,ID,0.47,1.11
12,0.2,Indianapolis,IN,0.42,0.62
12,0.2,Iowa City,IA,0.27,0.56
12,0.2,Jackson,MS,0.25,0.58
12,0.2,Jackson,TN,0.34,0.69
12,0.2,Jacksonville,FL,0.38,0.65
12,0.2,Johnson City,TN,0.35,0.77
12,0.2,Johnstown,PA,0.33,1.25
12,0.2,Joliet,IL,0.52,1.02
12,0.2,Jonesboro,AR,0.27,0.74
12,0.2,Joplin,MO,0.38,0.7
12,0.2,Kalamazoo,MI,0.5,1.13
12,0.2,Kansas City,MO,0.4,0.73
12,0.2,Kettering,OH,0.51,0.74
12,0.2,Kingsport,TN,0.36,0.64
12,0.2,Knoxville,TN,0.49,1.14
12,0.2,La Crosse,WI,0.6,1.1
12,0.2,Lafayette,IN,0.6,1.71
12,0.2,Lafayette,LA,0.38,0.75
12,0.2,Lake Charles,LA,0.35,0.77
12,0.2,Lakeland,FL,0.43,0.95
12,0.2,Lancaster,PA,0.69,1.64
12,0.2,Lansing,MI,0.54,0.69
12,0.2,Las Vegas,NV,0.57,0.67
12,0.2,Lawton,OK,0.29,0.59
12,0.2,Lebanon,NH,0.48,0.96
12,0.2,Lexington,KY,0.33,0.62
12,0.2,Lincoln,NE,0.31,1.2
12,0.2,Little Rock,AR,0.35,0.71
12,0.2,Longview,TX,1,1.09
12,0.2,Los Angeles,CA,0.55,0.94
12,0.2,Louisville,KY,0.46,0.82
12,0.2,Lubbock,TX,0.41,0.53
12,0.2,Lynchburg,VA,0.26,1.22
12,0.2,Macon,GA,0.34,0.71
12,0.2,Madison,WI,0.5,0.99
12,0.2,Manchester,NH,0.62,1.57
12,0.2,Manhattan,NY,0.39,0.86
12,0.2,Marquette,MI,0.38,1.06
12,0.2,Marshfield,WI,0.59,1.35
12,0.2,Mason City,IA,0.31,1.78
12,0.2,McAllen,TX,0.34,0.4
12,0.2,Medford,OR,0.59,1.57
12,0.2,Melrose Park,IL,0.49,0.91
12,0.2,Memphis,TN,0.37,0.74
12,0.2,Meridian,MS,0.19,0.79
12,0.2,Mesa,AZ,0.75,1.16
12,0.2,Metairie,LA,0.6,1
12,0.2,Miami,FL,0.42,0.83
12,0.2,Milwaukee,WI,0.55,0.75
12,0.2,Minneapolis,MN,0.51,1.25
12,0.2,Minot,ND,0.17,1.74
12,0.2,Missoula,MT,0.45,1.24
12,0.2,Mobile,AL,0.44,0.7
12,0.2,Modesto,CA,0.63,1.69
12,0.2,Monroe,LA,0.27,0.61
12,0.2,Montgomery,AL,0.41,0.82
12,0.2,Morgantown,WV,0.3,0.65
12,0.2,Morristown,NJ,0.59,1.63
12,0.2,Muncie,IN,0.48,1.08
12,0.2,Munster,IN,0.22,0.68
12,0.2,Muskegon,MI,0.59,1.12
12,0.2,Napa,CA,0.68,0.99
12,0.2,Nashville,TN,0.4,0.6
12,0.2,Neenah,WI,0.6,1.26
12,0.2,New Brunswick,NJ,0.54,1.17
12,0.2,New Haven,CT,0.58,1.25
12,0.2,New Orleans,LA,0.31,0.51
12,0.2,Newark,NJ,0.46,0.88
12,0.2,Newport News,VA,0.69,0.93
12,0.2,Norfolk,VA,0.55,1.08
12,0.2,Ocala,FL,0.76,1.09
12,0.2,Odessa,TX,0.38,0.8
12,0.2,Ogden,UT,0.65,0.92
12,0.2,Oklahoma City,OK,0.37,0.76
12,0.2,Olympia,WA,0.81,1.17
12,0.2,Omaha,NE,0.35,0.67
12,0.2,Orange County,CA,0.63,1.13
12,0.2,Orlando,FL,0.44,0.75
12,0.2,Ormond Beach,FL,0.57,0.72
12,0.2,Owensboro,KY,0.41,0.94
12,0.2,Oxford,MS,0.19,1.21
12,0.2,Paducah,KY,0.28,0.78
12,0.2,Palm Springs/Rancho Mira,CA,0.46,1.48
12,0.2,Paterson,NJ,0.37,1.11
12,0.2,Pensacola,FL,0.44,0.84
12,0.2,Peoria,IL,0.38,0.93
12,0.2,Petoskey,MI,0.43,0.68
12,0.2,Philadelphia,PA,0.43,0.79
12,0.2,Phoenix,AZ,0.55,0.86
12,0.2,Pittsburgh,PA,0.4,0.67
12,0.2,Pontiac,MI,0.57,1.18
12,0.2,Portland,ME,0.49,1.29
12,0.2,Portland,OR,0.65,0.99
12,0.2,Providence,RI,0.61,1.01
12,0.2,Provo,UT,0.62,0.99
12,0.2,Pueblo,CO,0.32,1.54
12,0.2,Raleigh,NC,0.64,1.29
12,0.2,Rapid City,SD,0.28,1.15
12,0.2,Reading,PA,0.49,1.43
12,0.2,Redding,CA,0.5,0.79
12,0.2,Reno,NV,0.45,0.45
12,0.2,Richmond,VA,0.44,0.9
12,0.2,Ridgewood,NJ,0.58,1.22
12,0.2,Roanoke,VA,0.37,0.65
12,0.2,Rochester,MN,0.25,0.41
12,0.2,Rochester,NY,0.38,1.08
12,0.2,Rockford,IL,0.59,0.84
12,0.2,Rome,GA,0.42,0.91
12,0.2,Royal Oak,MI,0.28,0.52
12,0.2,Sacramento,CA,0.66,1.01
12,0.2,Saginaw,MI,0.29,0.75
12,0.2,Salem,OR,0.73,1.2
12,0.2,Salinas,CA,0.56,1.27
12,0.2,Salisbury,MD,0.89,2.03
12,0.2,Salt Lake City,UT,0.53,0.85
12,0.2,San Angelo,TX,0.3,1.09
12,0.2,San Antonio,TX,0.48,0.86
12,0.2,San Bernardino,CA,0.58,1
12,0.2,San Diego,CA,0.67,1.09
12,0.2,San Francisco,CA,0.47,0.86
12,0.2,San Jose,CA,0.78,1.23
12,0.2,San Luis Obispo,CA,0.77,1.22
12,0.2,San Mateo County,CA,0.6,1.01
12,0.2,Santa Barbara,CA,0.58,1.3
12,0.2,Santa Cruz,CA,0.88,3.05
12,0.2,Santa Rosa,CA,0.44,1.33
12,0.2,Sarasota,FL,0.44,0.86
12,0.2,Savannah,GA,0.48,1.29
12,0.2,Sayre,PA,0.37,0.77
12,0.2,Scranton,PA,0.46,1.23
12,0.2,Seattle,WA,0.71,1.09
12,0.2,Shreveport,LA,0.3,0.57
12,0.2,Sioux City,IA,0.3,1.02
12,0.2,Sioux Falls,SD,0.21,1.79
12,0.2,Slidell,LA,0.39,0.34
12,0.2,South Bend,IN,0.59,1.09
12,0.2,Spartanburg,SC,0.52,0.74
12,0.2,Spokane,WA,0.46,1.03
12,0.2,Springdale,AR,0.53,0.96
12,0.2,Springfield,IL,0.37,0.92
12,0.2,Springfield,MA,0.53,0.93
12,0.2,Springfield,MO,0.47,0.96
12,0.2,St. Cloud,MN,0.31,1.33
12,0.2,St. Joseph,MI,0.4,1.7
12,0.2,St. Louis,MO,0.36,0.68
12,0.2,St. Paul,MN,0.74,1.37
12,0.2,St. Petersburg,FL,0.36,0.81
12,0.2,Stockton,CA,0.69,1.12
12,0.2,Sun City,AZ,0.43,0.75
12,0.2,Syracuse,NY,0.38,1.03
12,0.2,Tacoma,WA,0.64,0.95
12,0.2,Takoma Park,MD,0.91,1.51
12,0.2,Tallahassee,FL,0.41,1.02
12,0.2,Tampa,FL,0.4,0.67
12,0.2,Temple,TX,0.57,0.72
12,0.2,Terre Haute,IN,0.42,0.66
12,0.2,Texarkana,AR,0.43,0.68
12,0.2,Toledo,OH,0.4,0.51
12,0.2,Topeka,KS,0.38,0.95
12,0.2,Traverse City,MI,0.36,2.35
12,0.2,Tucson,AZ,0.51,0.91
12,0.2,Tulsa,OK,0.36,0.66
12,0.2,Tupelo,MS,0.26,0.89
12,0.2,Tuscaloosa,AL,0.28,0.44
12,0.2,Tyler,TX,0.46,0.6
12,0.2,Urbana,IL,0.48,1.09
12,0.2,Ventura,CA,0.85,1.22
12,0.2,Victoria,TX,0.28,0.76
12,0.2,Waco,TX,0.51,1.33
12,0.2,Washington,DC,0.59,1.06
12,0.2,Waterloo,IA,0.35,1.42
12,0.2,Wausau,WI,0.53,0.65
12,0.2,White Plains,NY,0.42,1.11
12,0.2,Wichita Falls,TX,0.42,1.96
12,0.2,Wichita,KS,0.29,0.65
12,0.2,Wilkes-Barre,PA,0.43,0.61
12,0.2,Wilmington,DE,0.48,0.8
12,0.2,Wilmington,NC,0.54,1.33
12,0.2,Winchester,VA,0.47,1.27
12,0.2,Winston-Salem,NC,0.44,0.55
12,0.2,Worcester,MA,0.59,1.15
12,0.2,Yakima,WA,0.83,1.12
12,0.2,York,PA,0.56,1.33
12,0.2,Youngstown,OH,0.45,0.99
12,0.4,Akron,OH,1.13,1.78
12,0.4,Alameda County,CA,1.33,2.59
12,0.4,Albany,GA,0.62,1.57
12,0.4,Albany,NY,0.86,2.12
12,0.4,Albuquerque,NM,1.29,2.14
12,0.4,Alexandria,LA,0.67,3.09
12,0.4,Allentown,PA,0.83,1.76
12,0.4,Altoona,PA,1.2,2.41
12,0.4,Amarillo,TX,0.74,1.02
12,0.4,Anchorage,AK,0.94,2.38
